origin,destination,carrier_old,current_rate,currency_old,effective_date,lane,carrier_new,rate,fuel surcharge,currency_new,eff_date,expdate,remarks,random notes,is_new_lane,is_removed_lane,rate_diff,percent_change,change_type
CHE,JPR,,,,,CHE-JPR,CargoMax,4376.0,39.73,EURO,2026-02-27,2026-08-21,Special handling,Will decade image.,True,False,,,New Lane
CHE,JPR,,,,,CHE-JPR,CargoMax,4145.0,141.02,,2025-06-09,2025-07-26,priority,Idea blue personal shake four per plan tough.,True,False,,,New Lane
CHE,JPR,,,,,CHE-JPR,BlueDart,1395.0,62.6,EURO,2026-04-29,2026-11-04,Special handling,Church where pressure maintain make interview watch.,True,False,,,New Lane
CHE,JPR,,,,,CHE-JPR,LogiX,1179.0,40.87,EURO,2025-12-21,2026-04-27,Special handling,Several clear fall five.,True,False,,,New Lane
CHE,JPR,,,,,CHE-JPR,CargoMax,1724.0,430.68,usd,2025-06-23,2026-03-13,priority,Although despite clearly.,True,False,,,New Lane
CHE,JPR,,,,,CHE-JPR,LogiX,4565.0,256.07,usd,2026-02-20,2026-11-21,Urgent,Deep later management industry.,True,False,,,New Lane
CHE,JPR,,,,,CHE-JPR,QuickShip,866.0,453.16,usd,2026-02-27,2026-05-03,Urgent,Describe fall toward color mind care character over.,True,False,,,New Lane
CHE,JPR,,,,,CHE-JPR,QuickShip,3865.0,368.21,Usd,2025-07-02,2025-09-30,priority,Soldier speech bar learn.,True,False,,,New Lane
CHE,JPR,,,,,CHE-JPR,FastMove,1426.0,323.99,inr,2025-10-02,2026-08-20,,Stay concern city.,True,False,,,New Lane
CHE,JPR,,,,,CHE-JPR,BlueDart,4154.0,367.58,Usd,2026-03-03,2026-02-05,,College Democrat worry letter suffer.,True,False,,,New Lane
CHE,JPR,,,,,CHE-JPR,LogiX,1265.0,205.29,,2025-12-03,2025-11-08,check rate,Sit kitchen material stay budget.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO ,FastMove,2784.0,265.84,usd,2025-07-18,2025-12-01,priority,Safe really music hold term level call already.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,LogiX,2260.0,159.96,inr,2025-09-06,2025-10-26,,Mother adult able room.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,CargoMax,2816.0,457.34,EURO,2025-10-04,2026-06-26,Special handling,Environmental authority ok fight local describe.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,CargoMax,3376.0,143.76,EURO,2025-06-19,2025-05-05,Special handling,Language perhaps ahead specific.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,CargoMax,1016.0,180.27,Usd,2025-06-15,2025-04-29,check rate,Right movie trade man.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,FastMove,3468.0,28.86,Usd,2026-03-15,2026-07-16,,Region close compare rather often note.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,LogiX,1530.0,365.92,inr,2025-08-21,2026-04-20,Special handling,Which go stock financial program mention.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,CargoMax,669.0,397.23,Usd,2026-02-04,2026-12-27,,Network look specific on executive.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,CargoMax,69180.0,93.4,,2026-04-07,2027-01-06,Urgent,Pick including loss local.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,QuickShip,3418.0,271.29,,2025-05-18,2025-08-07,check rate,Region would network trade surface.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,FastMove,3562.0,351.63,usd,2025-07-16,2025-07-31,Urgent,Teacher stuff character the decide then sit.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,BlueDart,2140.0,43.63,EURO,2025-12-03,2026-11-27,Special handling,Many throughout measure remain service floor.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,QuickShip,2459.0,358.4,,2025-05-31,2025-08-26,,Human support range clear leg.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,CargoMax,3376.0,143.76,EURO,2025-06-19,2025-05-05,Special handling,Language perhaps ahead specific.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,BlueDart,50880.0,439.63,INR,2025-09-24,2026-01-20,Urgent,Skin strong himself dog share wonder give.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,BlueDart,4445.0,396.63,INR,2026-01-22,2026-02-09,Urgent,Three inside majority business.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,LogiX,3295.0,172.27,Usd,2026-04-30,2026-09-16,check rate,Almost money pressure.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,FastMove,1353.0,414.65,usd,2026-04-03,2026-10-08,Special handling,Water follow argue offer space accept.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,FastMove,4478.0,66.89,INR,2026-04-10,2026-05-09,Special handling,Summer stand couple project focus five action.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,BlueDart,63100.0,271.82,Usd,2025-09-28,2026-05-20,check rate,Former seek again safe number.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,LogiX,3032.0,352.69,INR,2026-02-28,2026-10-02,,Notice hope add new conference.,True,False,,,New Lane
CHE,LKO,,,,,CHE-LKO,FastMove,3718.0,224.07,usd,2026-01-07,2026-03-26,Special handling,Conference light site.,True,False,,,New Lane
CHE,NAG,,,,,CHE-NAG,LogiX,2162.0,471.02,Usd,2026-03-29,2026-07-12,Special handling,Rock environmental west forward cold.,True,False,,,New Lane
CHE,NAG,,,,,CHE-NAG,FastMove,2260.0,161.4,Usd,2025-10-04,2026-09-06,Urgent,Leave north year center thing.,True,False,,,New Lane
CHE,NAG,,,,,CHE-NAG,LogiX,4095.0,298.03,usd,2025-06-07,2026-01-01,Special handling,First follow key capital.,True,False,,,New Lane
CHE,NAG,,,,,CHE-NAG,BlueDart,1909.0,285.38,INR,2025-12-04,2026-08-04,priority,Move interesting resource exactly those speak benefit.,True,False,,,New Lane
CHE,NAG,,,,,CHE-NAG ,LogiX,2052.0,214.5,usd,2025-07-12,2025-07-24,Special handling,Relate interesting wear difference and lay theory.,True,False,,,New Lane
CHE,NAG,,,,,CHE-NAG,BlueDart,2290.0,106.97,INR,2025-10-07,2026-03-24,check rate,Concern class gas.,True,False,,,New Lane
CHE,NAG,,,,,CHE-NAG,BlueDart,2119.0,188.5,usd,2025-09-22,2026-04-13,Urgent,Only choose middle performance position across always.,True,False,,,New Lane
CHE,NAG,,,,,CHE-NAG,CargoMax,930.0,13.09,usd,2025-09-17,2026-05-13,Special handling,Computer court final lead support themselves.,True,False,,,New Lane
CHE,NAG,,,,,CHE-NAG,FastMove,1987.0,244.56,usd,2025-06-19,2026-01-30,,Full enough place very decision series parent.,True,False,,,New Lane
CHE,NAG,,,,,CHE-NAG,FastMove,2260.0,161.4,Usd,2025-10-04,2026-09-06,Urgent,Leave north year center thing.,True,False,,,New Lane
CHE,NAG,,,,,CHE-NAG ,LogiX,2052.0,214.5,usd,2025-07-12,2025-07-24,Special handling,Relate interesting wear difference and lay theory.,True,False,,,New Lane
CHE,NAG,,,,,CHE-NAG,LogiX,4097.0,226.22,usd,2025-10-27,2026-08-15,Special handling,Water play theory end fall magazine church clear.,True,False,,,New Lane
CHE,NAG,,,,,CHE-NAG,QuickShip,3596.0,112.2,,2025-05-24,2026-01-29,,Describe much mouth response investment economic.,True,False,,,New Lane
CHE,NAG,,,,,CHE-NAG,BlueDart,3595.0,22.7,inr,2025-09-21,2026-03-14,priority,Long our grow.,True,False,,,New Lane
CHE,NAG,,,,,CHE-NAG,QuickShip,2077.0,183.2,inr,2025-10-29,2026-06-07,Special handling,Describe weight what charge memory.,True,False,,,New Lane
CHE,PAT,,,,,CHE-PAT,QuickShip,3188.0,300.31,inr,2025-10-01,2026-05-14,,Time Republican pay born sign security.,True,False,,,New Lane
CHE,PAT,,,,,CHE-PAT,FastMove,3214.0,89.09,usd,2025-11-03,2026-08-06,Urgent,Why hand poor deep position.,True,False,,,New Lane
CHE,PAT,,,,,CHE-PAT,QuickShip,4724.0,175.47,Usd,2025-08-14,2025-10-09,,Miss direction floor girl guy Mrs can.,True,False,,,New Lane
CHE,PAT,,,,,CHE-PAT,FastMove,863.0,61.45,EURO,2025-12-30,2025-12-23,Urgent,Peace according fall special say.,True,False,,,New Lane
CHE,PAT,,,,,CHE-PAT,QuickShip,2834.0,222.71,INR,2025-12-29,2026-02-16,,You step so perform relate hot.,True,False,,,New Lane
CHE,PAT,,,,,CHE-PAT,QuickShip,2601.0,195.4,INR,2026-05-05,2026-10-06,,Through investment bed behavior human design agency commercial.,True,False,,,New Lane
CHE,PAT,,,,,CHE-PAT,CargoMax,572.0,345.36,,2025-07-21,2026-06-12,,Job although always over little.,True,False,,,New Lane
CHE,PAT,,,,,CHE-PAT,QuickShip,4864.0,212.48,usd,2025-11-28,2026-08-21,,Condition popular inside catch keep.,True,False,,,New Lane
CHE,PAT,,,,,CHE-PAT ,BlueDart,3609.0,385.71,Usd,2025-10-10,2026-05-29,check rate,Save option road over heart hour economy.,True,False,,,New Lane
CHE,PAT,,,,,CHE-PAT,FastMove,4515.0,45.97,usd,2025-05-25,2026-03-09,priority,How pass us.,True,False,,,New Lane
CHE,PAT,,,,,CHE-PAT,QuickShip,3547.0,278.2,EURO,2025-06-09,2025-12-01,check rate,Lawyer door everybody begin expect.,True,False,,,New Lane
CHE,PAT,,,,,CHE-PAT,BlueDart,1832.0,412.6,,2025-09-13,2026-04-17,priority,Left all cause budget high box.,True,False,,,New Lane
CHE,PAT,,,,,CHE-PAT,QuickShip,581.0,298.6,usd,2025-06-08,2025-06-30,check rate,Them go general unit as reach create most.,True,False,,,New Lane
CHE,SUR,,,,,CHE-SUR,QuickShip,1065.0,494.48,,2025-12-02,2026-11-28,,Down there but ball.,True,False,,,New Lane
CHE,SUR,,,,,CHE-SUR,BlueDart,3851.0,40.28,INR,2025-11-06,2026-03-19,check rate,Argue also seek party something.,True,False,,,New Lane
CHE,SUR,,,,,CHE-SUR,CargoMax,4552.0,209.66,INR,2025-05-28,2026-02-26,check rate,Heart him learn air force hand.,True,False,,,New Lane
CHE,SUR,,,,,CHE-SUR,FastMove,1227.0,224.81,Usd,2026-02-27,2026-10-11,priority,Maybe risk find within health.,True,False,,,New Lane
CHE,SUR,,,,,CHE-SUR,CargoMax,623.0,369.45,usd,2026-02-16,2026-10-31,,Defense page attack wear way half.,True,False,,,New Lane
CHE,SUR,,,,,CHE-SUR,FastMove,4218.0,93.39,,2025-07-14,2025-10-29,priority,Each product vote choose against bad record college.,True,False,,,New Lane
CHE,SUR,,,,,CHE-SUR,BlueDart,2893.0,295.26,Usd,2025-09-04,2026-03-07,priority,Few participant than time up most.,True,False,,,New Lane
CHE,SUR,,,,,CHE-SUR,FastMove,3226.0,76.63,EURO,2026-01-13,2026-08-23,priority,Avoid provide important seem pressure.,True,False,,,New Lane
CHE,SUR,,,,,CHE-SUR,FastMove,4218.0,93.39,,2025-07-14,2025-10-29,priority,Each product vote choose against bad record college.,True,False,,,New Lane
CHE,SUR,,,,,CHE-SUR,CargoMax,1011.0,217.55,Usd,2025-06-04,2025-06-30,priority,That would house behavior and door month.,True,False,,,New Lane
CHE,SUR,,,,,CHE-SUR,FastMove,548.0,445.86,,2025-08-07,2025-09-29,,Big break popular stay.,True,False,,,New Lane
CHE,SUR,,,,,CHE-SUR,LogiX,759.0,116.47,,2026-05-02,2026-08-04,priority,Summer cell public own card tend coach.,True,False,,,New Lane
CHE,SUR,,,,,CHE-SUR,QuickShip,648.0,255.14,Usd,2025-11-02,2026-03-01,Urgent,Citizen town thought goal computer protect service report.,True,False,,,New Lane
CHE,SUR,,,,,CHE-SUR,CargoMax,1584.0,180.59,,2025-08-30,2025-12-01,,Present reveal energy candidate success.,True,False,,,New Lane
CHE,SUR,,,,,CHE-SUR,QuickShip,87580.0,279.62,Usd,2025-10-01,2026-02-03,priority,Sometimes natural little appear notice.,True,False,,,New Lane
CHE,SUR,,,,,CHE-SUR,LogiX,4223.0,438.08,,2025-07-03,2026-04-06,Special handling,Word worry executive long since.,True,False,,,New Lane
CHE,SUR,,,,,CHE-SUR,FastMove,3226.0,76.63,EURO,2026-01-13,2026-08-23,priority,Avoid provide important seem pressure.,True,False,,,New Lane
CHE,SUR,,,,,CHE-SUR,QuickShip,648.0,255.14,Usd,2025-11-02,2026-03-01,Urgent,Citizen town thought goal computer protect service report.,True,False,,,New Lane
CHE,SUR,,,,,CHE-SUR ,LogiX,1900.0,48.42,EURO,2025-11-20,2025-11-05,check rate,Sport dark concern find.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,LogiX,1960.0,382.98,,2025-08-20,2025-10-21,priority,Up hot financial red.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,LogiX,1078.0,249.3,INR,2025-05-27,2025-12-02,Special handling,War rate change information inside allow.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,LogiX,1694.0,48.92,INR,2025-11-24,2026-01-23,Urgent,Church deal themselves everyone entire minute eye.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,BlueDart,4907.0,422.51,inr,2025-10-17,2025-11-24,Special handling,Phone political apply whether know trial concern.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,LogiX,3615.0,76.04,Usd,2025-08-29,2025-12-23,,Worker today save truth activity.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,QuickShip,1028.0,207.79,EURO,2025-06-30,2026-02-26,Urgent,Health it tell tree PM.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,BlueDart,4907.0,422.51,inr,2025-10-17,2025-11-24,Special handling,Phone political apply whether know trial concern.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,FastMove,4767.0,28.91,usd,2025-10-24,2025-10-18,Urgent,Way report painting general.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,FastMove,4767.0,28.91,usd,2025-10-24,2025-10-18,Urgent,Way report painting general.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,LogiX,1335.0,194.88,Usd,2025-12-16,2025-10-28,priority,Begin late arrive appear capital weight treat drop.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,LogiX,3772.0,43.63,,2025-11-29,2026-04-24,,Drug while democratic study story forward plan.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,FastMove,4767.0,28.91,usd,2025-10-24,2025-10-18,Urgent,Way report painting general.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,FastMove,86440.0,50.62,usd,2025-07-19,2025-09-16,check rate,Also weight wonder hour.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,CargoMax,4682.0,426.24,EURO,2025-07-09,2025-09-17,priority,Quickly because sometimes mother so.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,FastMove,2212.0,497.0,,2025-07-02,2026-05-16,Urgent,Know coach listen those it.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,CargoMax,2086.0,148.05,INR,2025-08-10,2025-12-21,Special handling,Interview approach big wife whose owner.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,QuickShip,3110.0,208.0,EURO,2025-09-13,2025-10-11,,Subject fish he actually.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,LogiX,2607.0,166.78,usd,2026-01-03,2026-10-26,priority,Past pull long property.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,LogiX,3899.0,325.46,Usd,2025-12-30,2026-09-24,Special handling,Law key loss late establish discussion.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,FastMove,1756.0,75.58,Usd,2025-05-30,2025-12-25,,Require concern party director feeling.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,CargoMax,4011.0,252.32,usd,2025-08-29,2026-02-12,Special handling,Brother away commercial physical run.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,FastMove,656.0,420.71,Usd,2025-07-21,2026-05-17,Special handling,He religious free million member institution chair.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,FastMove,656.0,420.71,Usd,2025-07-21,2026-05-17,Special handling,He religious free million member institution chair.,True,False,,,New Lane
DEL,BPL,,,,,DEL-BPL,CargoMax,3637.0,42.6,inr,2025-05-26,2026-04-02,check rate,Let exactly ten purpose million.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,BlueDart,1076.0,130.98,inr,2025-11-15,2026-09-21,Urgent,Test assume skin.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,BlueDart,4187.0,265.97,EURO,2025-08-09,2026-05-16,check rate,Opportunity need party.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,BlueDart,716.0,335.37,INR,2026-04-03,2026-06-22,Special handling,Ten resource daughter yourself.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,LogiX,3895.0,248.62,usd,2026-04-22,2026-03-03,check rate,Avoid organization public.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,CargoMax,4040.0,366.96,INR,2025-12-05,2025-11-27,,Production nor law maintain hotel into.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,BlueDart,4391.0,426.43,inr,2026-01-11,2026-09-19,,Arm simply goal reason.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,BlueDart,1722.0,222.77,INR,2025-07-25,2026-03-09,,Well two then region far behavior thank.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,QuickShip,3115.0,394.25,Usd,2026-03-19,2026-09-17,,Research eat go win open food.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI ,QuickShip,3338.0,380.16,inr,2026-03-28,2026-06-18,Urgent,Century property career my of.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,LogiX,3895.0,248.62,usd,2026-04-22,2026-03-03,check rate,Avoid organization public.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,CargoMax,4040.0,366.96,INR,2025-12-05,2025-11-27,,Production nor law maintain hotel into.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,QuickShip,2091.0,497.73,inr,2025-07-24,2026-06-20,,Tax share act begin manager add difficult.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,LogiX,1384.0,131.26,inr,2025-11-23,2025-11-12,Urgent,Pressure whatever population administration carry even.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,FastMove,4699.0,376.6,,2026-04-15,2027-02-08,priority,Possible much Mr campaign time strategy tax.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,BlueDart,4441.0,70.29,Usd,2025-10-08,2026-05-08,Special handling,Keep can down mother space goal.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,BlueDart,4026.0,428.03,Usd,2025-05-18,2025-11-19,priority,Phone dog green loss.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,BlueDart,3790.0,51.94,inr,2025-09-27,2025-10-28,priority,Language peace evening.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,FastMove,3835.0,56.36,,2026-05-05,2026-11-09,Special handling,Leader sure everyone everyone.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,LogiX,2830.0,324.91,Usd,2025-06-27,2025-06-25,check rate,Audience as or huge.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,QuickShip,3481.0,418.37,EURO,2026-02-24,2026-10-14,,Somebody form moment word among.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,BlueDart,2941.0,484.26,usd,2025-08-01,2025-11-17,,Political player main there.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,BlueDart,4187.0,265.97,EURO,2025-08-09,2026-05-16,check rate,Opportunity need party.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,CargoMax,2576.0,299.1,usd,2026-05-08,2027-04-18,priority,Leg movement let teach wide next follow add.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,LogiX,74900.0,415.64,INR,2026-01-27,2026-05-31,,Decide war race sit officer according into.,True,False,,,New Lane
DEL,GOI,,,,,DEL-GOI,QuickShip,3481.0,418.37,EURO,2026-02-24,2026-10-14,,Somebody form moment word among.,True,False,,,New Lane
DEL,IND,,,,,DEL-IND,BlueDart,4062.0,202.45,,2025-11-16,2026-05-12,Special handling,Democrat most voice life firm news.,True,False,,,New Lane
DEL,IND,,,,,DEL-IND,FastMove,1723.0,422.31,EURO,2025-10-29,2026-06-17,,Late fear executive late while.,True,False,,,New Lane
DEL,IND,,,,,DEL-IND,CargoMax,4068.0,437.73,Usd,2025-12-14,2025-12-11,Urgent,Quality important now tough their ground drop it.,True,False,,,New Lane
DEL,IND,,,,,DEL-IND,QuickShip,4236.0,17.87,Usd,2025-07-06,2026-01-09,,Seven keep animal thousand see cultural.,True,False,,,New Lane
DEL,IND,,,,,DEL-IND,BlueDart,1950.0,164.72,INR,2025-12-15,2026-08-27,Special handling,His five computer bed scientist six fill.,True,False,,,New Lane
DEL,IND,,,,,DEL-IND ,QuickShip,2366.0,439.59,EURO,2025-07-21,2025-09-11,,Too score ten down.,True,False,,,New Lane
DEL,IND,,,,,DEL-IND,QuickShip,4028.0,41.05,inr,2025-10-12,2026-04-14,Urgent,Upon away fight as but.,True,False,,,New Lane
DEL,IND,,,,,DEL-IND,FastMove,853.0,325.05,EURO,2026-02-19,2026-02-17,priority,Exist particular claim court away boy.,True,False,,,New Lane
DEL,IND,,,,,DEL-IND ,BlueDart,4645.0,208.06,Usd,2026-05-04,2026-04-30,,Court movie across song.,True,False,,,New Lane
DEL,JPR,,,,,DEL-JPR,CargoMax,2043.0,70.63,usd,2025-11-02,2025-11-26,,Carry travel nearly brother.,True,False,,,New Lane
DEL,JPR,,,,,DEL-JPR,LogiX,4311.0,186.15,INR,2025-08-01,2026-05-18,Urgent,Movie prove environment know significant life enter.,True,False,,,New Lane
DEL,JPR,,,,,DEL-JPR,BlueDart,1844.0,486.06,inr,2026-03-13,2026-05-27,Urgent,Strategy month middle relationship hospital woman threat.,True,False,,,New Lane
DEL,JPR,,,,,DEL-JPR,QuickShip,2576.0,320.86,INR,2026-05-02,2026-09-13,,Nice somebody maintain very.,True,False,,,New Lane
DEL,JPR,,,,,DEL-JPR,QuickShip,727.0,343.05,Usd,2025-10-12,2026-09-29,Special handling,Cut someone myself position red entire source hundred.,True,False,,,New Lane
DEL,JPR,,,,,DEL-JPR,BlueDart,1649.0,306.23,EURO,2025-09-11,2026-06-02,Special handling,Marriage main me employee candidate bed sign.,True,False,,,New Lane
DEL,JPR,,,,,DEL-JPR,LogiX,2944.0,197.68,INR,2026-04-29,2026-08-30,,Sort fast show against kind toward source.,True,False,,,New Lane
DEL,JPR,,,,,DEL-JPR,FastMove,4057.0,125.41,Usd,2025-09-21,2025-10-20,Special handling,Mention star focus bring figure choice.,True,False,,,New Lane
DEL,JPR,,,,,DEL-JPR,LogiX,3693.0,451.29,inr,2025-12-27,2025-12-09,,Put buy reality.,True,False,,,New Lane
DEL,JPR,,,,,DEL-JPR,CargoMax,1849.0,39.89,EURO,2025-07-29,2026-03-25,Special handling,Cost collection entire certainly more.,True,False,,,New Lane
DEL,JPR,,,,,DEL-JPR,CargoMax,613.0,381.31,INR,2026-02-09,2027-01-24,check rate,Coach term nor personal still.,True,False,,,New Lane
DEL,JPR,,,,,DEL-JPR,BlueDart,1824.0,117.87,INR,2026-04-24,2026-09-30,Special handling,Science move significant system.,True,False,,,New Lane
DEL,JPR,,,,,DEL-JPR,CargoMax,704.0,100.37,Usd,2025-12-12,2026-12-11,Urgent,Service free woman speech around before.,True,False,,,New Lane
DEL,JPR,,,,,DEL-JPR,BlueDart,1649.0,306.23,EURO,2025-09-11,2026-06-02,Special handling,Marriage main me employee candidate bed sign.,True,False,,,New Lane
DEL,JPR,,,,,DEL-JPR,CargoMax,3212.0,389.18,EURO,2025-09-26,2026-04-27,,Structure interesting three recognize crime above here.,True,False,,,New Lane
DEL,JPR,,,,,DEL-JPR,FastMove,4799.0,149.83,inr,2025-09-21,2025-09-10,Urgent,White institution impact baby father people price.,True,False,,,New Lane
DEL,JPR,,,,,DEL-JPR,BlueDart,1844.0,486.06,inr,2026-03-13,2026-05-27,Urgent,Strategy month middle relationship hospital woman threat.,True,False,,,New Lane
DEL,LKO,,,,,DEL-LKO,BlueDart,2598.0,408.66,usd,2025-06-10,2026-01-20,,Suddenly recent require resource something.,True,False,,,New Lane
DEL,LKO,,,,,DEL-LKO,QuickShip,1041.0,175.28,,2025-07-26,2026-02-06,Special handling,Coach sometimes event brother.,True,False,,,New Lane
DEL,LKO,,,,,DEL-LKO,QuickShip,1528.0,13.6,Usd,2025-09-14,2026-06-27,check rate,Reveal quality deal some mention hospital hit.,True,False,,,New Lane
DEL,LKO,,,,,DEL-LKO,FastMove,61760.0,122.43,,2025-11-18,2026-07-17,,National these simple discuss president woman end.,True,False,,,New Lane
DEL,LKO,,,,,DEL-LKO,QuickShip,593.0,315.76,usd,2025-10-08,2026-01-25,check rate,Or into act down reason under wall.,True,False,,,New Lane
DEL,LKO,,,,,DEL-LKO,LogiX,1555.0,252.73,,2026-04-25,2026-09-26,,Ability but money listen.,True,False,,,New Lane
DEL,LKO,,,,,DEL-LKO,LogiX,3528.0,314.26,inr,2025-09-16,2026-07-28,,A authority guess.,True,False,,,New Lane
DEL,LKO,,,,,DEL-LKO,CargoMax,2838.0,112.1,usd,2025-11-12,2026-01-29,priority,Fast wrong identify street heart officer price.,True,False,,,New Lane
DEL,LKO,,,,,DEL-LKO,CargoMax,3652.0,33.67,inr,2025-08-20,2026-01-01,priority,Apply know daughter across out impact weight couple.,True,False,,,New Lane
DEL,LKO,,,,,DEL-LKO,CargoMax,965.0,127.68,usd,2025-06-19,2026-05-26,Urgent,Eat sell and easy.,True,False,,,New Lane
DEL,LKO,,,,,DEL-LKO,CargoMax,937.0,404.05,Usd,2025-06-10,2025-08-31,,Able ask institution task increase will.,True,False,,,New Lane
DEL,LKO,,,,,DEL-LKO,CargoMax,1501.0,262.84,inr,2026-03-11,2026-06-10,,Foreign edge big hotel strategy order continue piece.,True,False,,,New Lane
DEL,LKO,,,,,DEL-LKO,QuickShip,855.0,405.13,EURO,2025-09-27,2025-09-22,,Will visit coach beat heavy film.,True,False,,,New Lane
DEL,LKO,,,,,DEL-LKO,BlueDart,3676.0,197.28,INR,2025-11-10,2026-04-26,Urgent,Surface but long modern.,True,False,,,New Lane
DEL,LKO,,,,,DEL-LKO,CargoMax,2573.0,50.06,Usd,2025-11-01,2026-02-25,,Method be executive.,True,False,,,New Lane
DEL,LKO,,,,,DEL-LKO,CargoMax,527.0,489.24,,2025-07-31,2025-11-05,,Media against company response room.,True,False,,,New Lane
DEL,LKO,,,,,DEL-LKO,CargoMax,3652.0,33.67,inr,2025-08-20,2026-01-01,priority,Apply know daughter across out impact weight couple.,True,False,,,New Lane
DEL,LKO,,,,,DEL-LKO,QuickShip,2121.0,421.26,,2026-03-24,2026-12-23,Urgent,Stuff throughout former western.,True,False,,,New Lane
DEL,NAG,,,,,DEL-NAG,CargoMax,3026.0,198.63,INR,2026-05-10,2026-09-10,,Nature where summer high become.,True,False,,,New Lane
DEL,NAG,,,,,DEL-NAG,LogiX,2211.0,316.74,usd,2025-05-16,2025-08-30,,Argue prove our.,True,False,,,New Lane
DEL,NAG,,,,,DEL-NAG,FastMove,4432.0,308.05,inr,2026-04-19,2026-04-09,check rate,Space establish vote build need.,True,False,,,New Lane
DEL,NAG,,,,,DEL-NAG,QuickShip,2506.0,290.17,INR,2026-04-27,2026-12-06,Special handling,Four center suggest number family teach pay.,True,False,,,New Lane
DEL,NAG,,,,,DEL-NAG,FastMove,3149.0,83.53,EURO,2025-10-04,2025-09-29,priority,Artist road billion any happen step.,True,False,,,New Lane
